SETTLEMENT_DATE;SETTLEMENT_PERIOD;ND;ORKNEY LOAD (MW)
17/01/2019;12;26712;20.2557096
17/01/2019;13;29901;22.6739283
17/01/2019;14;33363;25.2991629
17/01/2019;15;37361;28.3308463
17/01/2019;16;39600;30.02868
17/01/2019;17;40665;30.8362695
17/01/2019;18;40757;30.9060331
17/01/2019;19;40975;31.0713425
17/01/2019;20;40434;30.6611022
17/01/2019;21;39378;29.8603374
17/01/2019;22;38687;29.3363521
17/01/2019;23;38193;28.9617519
17/01/2019;24;37603;28.5143549
17/01/2019;25;37602;28.5135966
17/01/2019;26;37529;28.4582407
17/01/2019;27;37635;28.5386205
17/01/2019;28;37992;28.8093336
17/01/2019;29;38672;29.3249776
17/01/2019;30;39575;30.0097225
17/01/2019;31;40595;30.7831885
17/01/2019;32;42272;32.0548576
17/01/2019;33;43740;33.168042
17/01/2019;34;44669;33.8725027
17/01/2019;35;45039;34.1530737
17/01/2019;36;45228;34.2963924
17/01/2019;37;45334;34.3767722
17/01/2019;38;45240;34.305492
17/01/2019;39;45398;34.4253034
17/01/2019;40;44865;34.0211295
17/01/2019;41;44136;33.4683288
17/01/2019;42;42769;32.4317327
17/01/2019;43;40850;30.976555
17/01/2019;44;38393;29.1134119
17/01/2019;45;36093;27.3693219
17/01/2019;46;33994;25.7776502
17/01/2019;47;31945;24.2238935
17/01/2019;48;30477;23.1107091
18/01/2019;1;30113;22.8346879
18/01/2019;2;30480;23.112984
18/01/2019;3;30227;22.9211341
18/01/2019;4;29550;22.407765
18/01/2019;5;29139;22.0961037
18/01/2019;6;28901;21.9156283
18/01/2019;7;28470;21.588801
18/01/2019;8;28009;21.2392247
18/01/2019;9;27814;21.0913562
18/01/2019;10;27901;21.1573283
18/01/2019;11;28562;21.6585646
18/01/2019;12;29982;22.7353506
18/01/2019;13;33210;25.183143
18/01/2019;14;36495;27.6741585
18/01/2019;15;40428;30.6565524
18/01/2019;16;42698;32.3778934
18/01/2019;17;43560;33.031548
18/01/2019;18;43550;33.023965
18/01/2019;19;44281;33.5782823
18/01/2019;20;44197;33.5145851
18/01/2019;21;43743;33.1703169
18/01/2019;22;43358;32.8783714
18/01/2019;23;43210;32.766143
18/01/2019;24;42802;32.4567566
18/01/2019;25;42664;32.3521112
18/01/2019;26;42405;32.1557115
18/01/2019;27;42139;31.9540037
18/01/2019;28;41792;31.6908736
18/01/2019;29;41844;31.7303052
18/01/2019;30;41844;31.7303052
18/01/2019;31;41705;31.6249015
18/01/2019;32;42456;32.1943848
18/01/2019;33;43344;32.8677552
18/01/2019;34;44459;33.7132597
18/01/2019;35;44991;34.1166753
18/01/2019;36;44726;33.9157258
18/01/2019;37;44581;33.8057723
18/01/2019;38;44585;33.8088055
18/01/2019;39;44093;33.4357219
18/01/2019;40;42834;32.4810222
18/01/2019;41;41316;31.3299228
18/01/2019;42;39582;30.0150306
18/01/2019;43;37745;28.6220335
18/01/2019;44;35906;27.2275198
18/01/2019;45;33982;25.7685506
18/01/2019;46;32245;24.4513835
18/01/2019;47;30514;23.1387662
18/01/2019;48;29179;22.1264357
19/01/2019;1;28928;21.9361024
19/01/2019;2;29280;22.203024
19/01/2019;3;28869;21.8913627
19/01/2019;4;28043;21.2650069
19/01/2019;5;27531;20.8767573
19/01/2019;6;27356;20.7440548
19/01/2019;7;26859;20.3671797
19/01/2019;8;26334;19.9690722
19/01/2019;9;25948;19.6763684
19/01/2019;10;25907;19.6452781
19/01/2019;11;26259;19.9121997
19/01/2019;12;26714;20.2572262
19/01/2019;13;27919;21.1709777
19/01/2019;14;29187;22.1325021
19/01/2019;15;30956;23.4739348
19/01/2019;16;32491;24.6379253
19/01/2019;17;34564;26.2098812
19/01/2019;18;36464;27.6506512
19/01/2019;19;38287;29.0330321
19/01/2019;20;39092;29.6434636
19/01/2019;21;39823;30.1977809
19/01/2019;22;39960;30.301668
19/01/2019;23;40138;30.4366454
19/01/2019;24;40180;30.468494
19/01/2019;25;40239;30.5132337
19/01/2019;26;40119;30.4222377
19/01/2019;27;39859;30.2250797
19/01/2019;28;39554;29.9937982
19/01/2019;29;39330;29.823939
19/01/2019;30;39238;29.7541754
19/01/2019;31;39334;29.8269722
19/01/2019;32;39479;29.9369257
19/01/2019;33;40584;30.7748472
19/01/2019;34;42169;31.9767527
19/01/2019;35;43614;33.0724962
19/01/2019;36;43545;33.0201735
19/01/2019;37;42838;32.4840554
19/01/2019;38;42429;32.1739107
19/01/2019;39;41500;31.46945
19/01/2019;40;39996;30.3289668
19/01/2019;41;39314;29.8118062
19/01/2019;42;37957;28.7827931
19/01/2019;43;36628;27.7750124
19/01/2019;44;35294;26.7634402
19/01/2019;45;33741;25.5858003
19/01/2019;46;32490;24.637167
19/01/2019;47;30879;23.4155457
19/01/2019;48;29807;22.6026481
20/01/2019;1;29517;22.3827411
20/01/2019;2;29813;22.6071979
20/01/2019;3;29336;22.2454888
20/01/2019;4;28398;21.5342034
20/01/2019;5;27966;21.2066178
20/01/2019;6;27714;21.0155262
20/01/2019;7;27104;20.5529632
20/01/2019;8;26703;20.2488849
20/01/2019;9;26093;19.7863219
20/01/2019;10;26013;19.7256579
20/01/2019;11;26152;19.8310616
20/01/2019;12;26360;19.988788
20/01/2019;13;27207;20.6310681
20/01/2019;14;27938;21.1853854
20/01/2019;15;28952;21.9543016
20/01/2019;16;29861;22.6435963
20/01/2019;17;31535;23.9129905
20/01/2019;18;33249;25.2127167
20/01/2019;19;35033;26.5655239
20/01/2019;20;36024;27.3169992
20/01/2019;21;36789;27.8970987
20/01/2019;22;37011;28.0654413
20/01/2019;23;37074;28.1132142
20/01/2019;24;37150;28.170845
20/01/2019;25;37232;28.2330256
20/01/2019;26;37204;28.2117932
20/01/2019;27;37179;28.1928357
20/01/2019;28;37017;28.0699911
20/01/2019;29;37224;28.2269592
20/01/2019;30;37600;28.51208
20/01/2019;31;38257;29.0102831
20/01/2019;32;39351;29.8398633
20/01/2019;33;40920;31.029636
20/01/2019;34;43275;32.8154325
20/01/2019;35;44725;33.9149675
20/01/2019;36;44461;33.7147763
20/01/2019;37;43799;33.2127817
20/01/2019;38;43392;32.9041536
20/01/2019;39;42498;32.2262334
20/01/2019;40;41133;31.1911539
20/01/2019;41;40001;30.3327583
20/01/2019;42;38712;29.3553096
20/01/2019;43;37200;28.20876
20/01/2019;44;35381;26.8294123
20/01/2019;45;33560;25.448548
20/01/2019;46;31816;24.1260728
20/01/2019;47;29895;22.6693785
20/01/2019;48;28763;21.8109829
21/01/2019;1;28615;21.6987545
21/01/2019;2;29068;22.0422644
21/01/2019;3;29021;22.0066243
21/01/2019;4;28535;21.6380905
21/01/2019;5;28132;21.3324956
21/01/2019;6;28055;21.2741065
21/01/2019;7;27738;21.0337254
21/01/2019;8;27399;20.7766617
21/01/2019;9;27343;20.7341969
21/01/2019;10;27565;20.9025395
21/01/2019;11;28372;21.5144876
21/01/2019;12;29854;22.6382882
21/01/2019;13;33338;25.2802054
21/01/2019;14;36660;27.799278
21/01/2019;15;40206;30.4882098
21/01/2019;16;42166;31.9744778
21/01/2019;17;43424;32.9284192
21/01/2019;18;43616;33.0740128
21/01/2019;19;44247;33.5525001
21/01/2019;20;44242;33.5487086
21/01/2019;21;43825;33.2324975
21/01/2019;22;43635;33.0884205
21/01/2019;23;43073;32.6622559
21/01/2019;24;42865;32.5045295
21/01/2019;25;42710;32.386993
21/01/2019;26;42296;32.0730568
21/01/2019;27;42286;32.0654738
21/01/2019;28;42152;31.9638616
21/01/2019;29;42237;32.0283171
21/01/2019;30;42297;32.0738151
21/01/2019;31;42540;32.258082
21/01/2019;32;43335;32.8609305
21/01/2019;33;44364;33.6412212
21/01/2019;34;45223;34.2926009
21/01/2019;35;45297;34.3487151
21/01/2019;36;44846;34.0067218
21/01/2019;37;44532;33.7686156
21/01/2019;38;44589;33.8118387
21/01/2019;39;44297;33.5904151
21/01/2019;40;43330;32.857139
21/01/2019;41;41752;31.6605416
21/01/2019;42;39798;30.1788234
21/01/2019;43;37789;28.6553987
21/01/2019;44;35611;27.0038213
21/01/2019;45;33507;25.4083581
21/01/2019;46;31666;24.0123278
21/01/2019;47;29509;22.3766747
21/01/2019;48;28432;21.5599856
22/01/2019;1;28211;21.3924013
22/01/2019;2;28642;21.7192286
22/01/2019;3;28455;21.5774265
22/01/2019;4;27752;21.0443416
22/01/2019;5;27604;20.9321132
22/01/2019;6;27621;20.9450043
22/01/2019;7;27096;20.5468968
22/01/2019;8;26723;20.2640509
22/01/2019;9;26416;20.0312528
22/01/2019;10;26830;20.345189
22/01/2019;11;27824;21.0989392
22/01/2019;12;29384;22.2818872
22/01/2019;13;32908;24.9541364
22/01/2019;14;36211;27.4588013
22/01/2019;15;40169;30.4601527
22/01/2019;16;42358;32.1200714
22/01/2019;17;43246;32.7934418
22/01/2019;18;43177;32.7411191
22/01/2019;19;43376;32.8920208
22/01/2019;20;43041;32.6379903
22/01/2019;21;42589;32.2952387
22/01/2019;22;42365;32.1253795
22/01/2019;23;42019;31.8630077
22/01/2019;24;42032;31.8728656
22/01/2019;25;41940;31.803102
22/01/2019;26;41954;31.8137182
22/01/2019;27;42633;32.3286039
22/01/2019;28;42981;32.5924923
22/01/2019;29;43173;32.7380859
22/01/2019;30;43258;32.8025414
22/01/2019;31;43658;33.1058614
22/01/2019;32;44367;33.6434961
22/01/2019;33;45252;34.3145916
22/01/2019;34;45774;34.7104242
22/01/2019;35;46327;35.1297641
22/01/2019;36;46387;35.1752621
22/01/2019;37;46253;35.0736499
22/01/2019;38;46207;35.0387681
22/01/2019;39;45603;34.5807549
22/01/2019;40;45572;34.5572476
22/01/2019;41;44430;33.691269
22/01/2019;42;43116;32.6948628
22/01/2019;43;41211;31.2503013
22/01/2019;44;38841;29.4531303
22/01/2019;45;36611;27.7621213
22/01/2019;46;34406;26.0900698
22/01/2019;47;32108;24.3474964
22/01/2019;48;30612;23.2130796
23/01/2019;1;30296;22.9734568
23/01/2019;2;30681;23.2654023
23/01/2019;3;30426;23.0720358
23/01/2019;4;29879;22.6572457
23/01/2019;5;29582;22.4320306
23/01/2019;6;29425;22.3129775
23/01/2019;7;28978;21.9740174
23/01/2019;8;28484;21.5994172
23/01/2019;9;28282;21.4462406
23/01/2019;10;28508;21.6176164
23/01/2019;11;29300;22.21819
23/01/2019;12;30774;23.3359242
23/01/2019;13;33964;25.7549012
23/01/2019;14;37514;28.4468662
23/01/2019;15;41038;31.1191154
23/01/2019;16;42955;32.5727765
23/01/2019;17;43878;33.2726874
23/01/2019;18;43919;33.3037777
23/01/2019;19;44375;33.6495625
23/01/2019;20;44297;33.5904151
23/01/2019;21;43462;32.9572346
23/01/2019;22;42989;32.5985587
23/01/2019;23;42814;32.4658562
23/01/2019;24;42329;32.0980807
23/01/2019;25;42195;31.9964685
23/01/2019;26;42005;31.8523915
23/01/2019;27;41593;31.5399719
23/01/2019;28;41561;31.5157063
23/01/2019;29;41885;31.7613955
23/01/2019;30;42118;31.9380794
23/01/2019;31;43074;32.6630142
23/01/2019;32;44089;33.4326887
23/01/2019;33;45022;34.1401826
23/01/2019;34;45719;34.6687177
23/01/2019;35;47018;35.6537494
23/01/2019;36;47081;35.7015223
23/01/2019;37;46909;35.5710947
23/01/2019;38;46710;35.420193
23/01/2019;39;46080;34.942464
23/01/2019;40;46002;34.8833166
23/01/2019;41;45582;34.5648306
23/01/2019;42;44056;33.4076648
23/01/2019;43;42053;31.8887899
23/01/2019;44;39728;30.1257424
23/01/2019;45;37252;28.2481916
23/01/2019;46;35076;26.5981308
23/01/2019;47;32707;24.8017181
23/01/2019;48;31375;23.7916625
24/01/2019;1;30962;23.4784846
24/01/2019;2;31363;23.7825629
24/01/2019;3;31114;23.5937462
24/01/2019;4;30481;23.1137423
24/01/2019;5;30053;22.7891899
24/01/2019;6;29946;22.7080518
24/01/2019;7;29614;22.4562962
24/01/2019;8;29219;22.1567677
24/01/2019;9;28892;21.9088036
24/01/2019;10;29117;22.0794211
24/01/2019;11;29922;22.6898526
24/01/2019;12;31281;23.7203823
24/01/2019;13;34390;26.077937
24/01/2019;14;37746;28.6227918
24/01/2019;15;41354;31.3587382
24/01/2019;16;43131;32.7062373
24/01/2019;17;44025;33.3841575
24/01/2019;18;44221;33.5327843
24/01/2019;19;44993;34.1181919
24/01/2019;20;45456;34.4692848
24/01/2019;21;45421;34.4427443
24/01/2019;22;45341;34.3820803
24/01/2019;23;45146;34.2342118
24/01/2019;24;44789;33.9634987
24/01/2019;25;44938;34.0764854
24/01/2019;26;44612;33.8292796
24/01/2019;27;44115;33.4524045
24/01/2019;28;43738;33.1665254
24/01/2019;29;43642;33.0937286
24/01/2019;30;43617;33.0747711
24/01/2019;31;43864;33.2620712
24/01/2019;32;44456;33.7109848
24/01/2019;33;45180;34.259994
24/01/2019;34;45940;34.836302
24/01/2019;35;46406;35.1896698
24/01/2019;36;46297;35.1070151
24/01/2019;37;46334;35.1350722
24/01/2019;38;46075;34.9386725
24/01/2019;39;45637;34.6065371
24/01/2019;40;45379;34.4108957
24/01/2019;41;44159;33.4857697
24/01/2019;42;42636;32.3308788
24/01/2019;43;40593;30.7816719
24/01/2019;44;38090;28.883647
24/01/2019;45;35628;27.0167124
24/01/2019;46;33517;25.4159411
24/01/2019;47;31175;23.6400025
24/01/2019;48;29804;22.6003732
25/01/2019;1;29395;22.2902285
25/01/2019;2;29714;22.5321262
25/01/2019;3;29355;22.2598965
25/01/2019;4;28619;21.7017877
25/01/2019;5;28048;21.2687984
25/01/2019;6;27709;21.0117347
25/01/2019;7;27191;20.6189353
25/01/2019;8;26767;20.2974161
25/01/2019;9;26499;20.0941917
25/01/2019;10;26416;20.0312528
25/01/2019;11;27128;20.5711624
25/01/2019;12;28425;21.5546775
25/01/2019;13;31750;24.076025
25/01/2019;14;34765;26.3622995
25/01/2019;15;38366;29.0929378
25/01/2019;16;40274;30.5397742
25/01/2019;17;40941;31.0455603
25/01/2019;18;41174;31.2222442
25/01/2019;19;41509;31.4762747
25/01/2019;20;41204;31.2449932
25/01/2019;21;40732;30.8870756
25/01/2019;22;40267;30.5344661
25/01/2019;23;39955;30.2978765
25/01/2019;24;39616;30.0408128
25/01/2019;25;39319;29.8155977
25/01/2019;26;38689;29.3378687
25/01/2019;27;38468;29.1702844
25/01/2019;28;37951;28.7782433
25/01/2019;29;38077;28.8737891
25/01/2019;30;38110;28.898813
25/01/2019;31;38231;28.9905673
25/01/2019;32;39127;29.6700041
25/01/2019;33;40196;30.4806268
25/01/2019;34;41666;31.5953278
25/01/2019;35;43631;33.0853873
25/01/2019;36;43681;33.1233023
25/01/2019;37;43180;32.743394
25/01/2019;38;42371;32.1299293
25/01/2019;39;41160;31.211628
25/01/2019;40;39948;30.2925684
25/01/2019;41;38532;29.2188156
25/01/2019;42;36767;27.8804161
25/01/2019;43;34852;26.4282716
25/01/2019;44;32966;24.9981178
25/01/2019;45;31154;23.6240782
25/01/2019;46;29432;22.3182856
25/01/2019;47;27629;20.9510707
25/01/2019;48;26659;20.2155197
26/01/2019;1;26319;19.9576977
26/01/2019;2;26524;20.1131492
26/01/2019;3;26105;19.7954215
26/01/2019;4;25287;19.1751321
26/01/2019;5;24726;18.7497258
26/01/2019;6;24326;18.4464058
26/01/2019;7;23753;18.0118999
26/01/2019;8;23209;17.5993847
26/01/2019;9;22898;17.3635534
26/01/2019;10;22870;17.342321
26/01/2019;11;23204;17.5955932
26/01/2019;12;23540;17.850382
26/01/2019;13;25114;19.0439462
26/01/2019;14;26287;19.9334321
26/01/2019;15;27903;21.1588449
26/01/2019;16;28400;21.53572
26/01/2019;17;30737;23.3078671
26/01/2019;18;32469;24.6212427
26/01/2019;19;33661;25.5251363
26/01/2019;20;34200;25.93386
26/01/2019;21;34739;26.3425837
26/01/2019;22;34534;26.1871322
26/01/2019;23;34494;26.1568002
26/01/2019;24;34442;26.1173686
26/01/2019;25;34353;26.0498799
26/01/2019;26;34198;25.9323434
26/01/2019;27;33923;25.7238109
26/01/2019;28;33664;25.5274112
26/01/2019;29;33668;25.5304444
26/01/2019;30;33915;25.7177445
26/01/2019;31;34109;25.8648547
26/01/2019;32;34655;26.2788865
26/01/2019;33;35671;27.0493193
26/01/2019;34;37392;28.3543536
26/01/2019;35;39197;29.7230851
26/01/2019;36;39591;30.0218553
26/01/2019;37;39126;29.6692458
26/01/2019;38;38424;29.1369192
26/01/2019;39;37520;28.451416
26/01/2019;40;36129;27.3966207
26/01/2019;41;34936;26.4919688
26/01/2019;42;33573;25.4584059
26/01/2019;43;31991;24.2587753
26/01/2019;44;30927;23.4519441
26/01/2019;45;29222;22.1590426
26/01/2019;46;27875;21.1376125
26/01/2019;47;26567;20.1457561
26/01/2019;48;25714;19.4989262
27/01/2019;1;25396;19.2577868
27/01/2019;2;25731;19.5118173
27/01/2019;3;25089;19.0249887
27/01/2019;4;24004;18.2022332
27/01/2019;5;23294;17.6638402
27/01/2019;6;23021;17.4568243
27/01/2019;7;22486;17.0511338
27/01/2019;8;21729;16.4771007
27/01/2019;9;21240;16.106292
27/01/2019;10;20950;15.886385
27/01/2019;11;20873;15.8279959
27/01/2019;12;21045;15.9584235
27/01/2019;13;22047;16.7182401
27/01/2019;14;22806;17.2937898
27/01/2019;15;23978;18.1825174
27/01/2019;16;24670;18.707261
27/01/2019;17;26193;19.8621519
27/01/2019;18;27846;21.1156218
27/01/2019;19;29175;22.1234025
27/01/2019;20;29753;22.5616999
27/01/2019;21;30411;23.0606613
27/01/2019;22;30695;23.2760185
27/01/2019;23;31153;23.6233199
27/01/2019;24;31630;23.985029
27/01/2019;25;32220;24.432426
27/01/2019;26;32612;24.7296796
27/01/2019;27;32949;24.9852267
27/01/2019;28;32940;24.978402
27/01/2019;29;33298;25.2498734
27/01/2019;30;33701;25.5554683
27/01/2019;31;34372;26.0642876
27/01/2019;32;35379;26.8278957
27/01/2019;33;36556;27.7204148
27/01/2019;34;38680;29.331044
27/01/2019;35;40504;30.7141832
27/01/2019;36;40711;30.8711513
27/01/2019;37;40137;30.4358871
27/01/2019;38;39163;29.6973029
27/01/2019;39;38489;29.1862087
27/01/2019;40;37441;28.3915103
27/01/2019;41;36522;27.6946326
27/01/2019;42;35169;26.6686527
27/01/2019;43;33863;25.6783129
27/01/2019;44;32142;24.3732786
27/01/2019;45;30492;23.1220836
27/01/2019;46;28904;21.9179032
27/01/2019;47;27078;20.5332474
27/01/2019;48;26016;19.7279328
28/01/2019;1;25982;19.7021506
28/01/2019;2;26450;20.057035
28/01/2019;3;26261;19.9137163
28/01/2019;4;25907;19.6452781
28/01/2019;5;25509;19.3434747
28/01/2019;6;25490;19.329067
28/01/2019;7;25307;19.1902981
28/01/2019;8;25049;18.9946567
28/01/2019;9;25061;19.0037563
28/01/2019;10;25179;19.0932357
28/01/2019;11;26178;19.8507774
28/01/2019;12;27700;21.00491
28/01/2019;13;31443;23.8432269
28/01/2019;14;34919;26.4790777
28/01/2019;15;38995;29.5699085
28/01/2019;16;40774;30.9189242
28/01/2019;17;41853;31.7371299
28/01/2019;18;41803;31.6992149
28/01/2019;19;42239;32.0298337
28/01/2019;20;41752;31.6605416
28/01/2019;21;40727;30.8832841
28/01/2019;22;39835;30.2068805
28/01/2019;23;39319;29.8155977
28/01/2019;24;39023;29.5911409
28/01/2019;25;39033;29.5987239
28/01/2019;26;38975;29.5547425
28/01/2019;27;39005;29.5774915
28/01/2019;28;39204;29.7283932
28/01/2019;29;39428;29.8982524
28/01/2019;30;39794;30.1757902
28/01/2019;31;40453;30.6755099
28/01/2019;32;41549;31.5066067
28/01/2019;33;42841;32.4863303
28/01/2019;34;44325;33.6116475
28/01/2019;35;45968;34.8575344
28/01/2019;36;46246;35.0683418
28/01/2019;37;46254;35.0744082
28/01/2019;38;45943;34.8385769
28/01/2019;39;44943;34.0802769
28/01/2019;40;43997;33.3629251
28/01/2019;41;43535;33.0125905
28/01/2019;42;41955;31.8144765
28/01/2019;43;39760;30.150008
28/01/2019;44;37319;28.2989977
28/01/2019;45;34959;26.5094097
28/01/2019;46;32742;24.8282586
28/01/2019;47;30523;23.1455909
28/01/2019;48;29402;22.2955366
29/01/2019;1;29041;22.0217903
29/01/2019;2;29560;22.415348
29/01/2019;3;29424;22.3122192
29/01/2019;4;28844;21.8724052
29/01/2019;5;28528;21.6327824
29/01/2019;6;28585;21.6760055
29/01/2019;7;28152;21.3476616
29/01/2019;8;27775;21.0617825
29/01/2019;9;27612;20.9381796
29/01/2019;10;27841;21.1118303
29/01/2019;11;28615;21.6987545
29/01/2019;12;29994;22.7444502
29/01/2019;13;33374;25.3075042
29/01/2019;14;36787;27.8955821
29/01/2019;15;40820;30.953806
29/01/2019;16;42722;32.3960926
29/01/2019;17;43610;33.069463
29/01/2019;18;43678;33.1210274
29/01/2019;19;44074;33.4213142
29/01/2019;20;44076;33.4228308
29/01/2019;21;43521;33.0019743
29/01/2019;22;43636;33.0891788
29/01/2019;23;44027;33.3856741
29/01/2019;24;44148;33.4774284
29/01/2019;25;44549;33.7815067
29/01/2019;26;44460;33.714018
29/01/2019;27;44247;33.5525001
29/01/2019;28;43819;33.2279477
29/01/2019;29;43901;33.2901283
29/01/2019;30;43866;33.2635878
29/01/2019;31;44156;33.4834948
29/01/2019;32;44884;34.0355372
29/01/2019;33;45578;34.5617974
29/01/2019;34;46334;35.1350722
29/01/2019;35;46198;35.0319434
29/01/2019;36;46320;35.124456
29/01/2019;37;46230;35.056209
29/01/2019;38;46032;34.9060656
29/01/2019;39;46209;35.0402847
29/01/2019;40;45701;34.6550683
29/01/2019;41;44440;33.698852
29/01/2019;42;42516;32.2398828
29/01/2019;43;40670;30.840061
29/01/2019;44;38442;29.1505686
29/01/2019;45;35906;27.2275198
29/01/2019;46;33612;25.4879796
29/01/2019;47;31495;23.8826585
29/01/2019;48;30113;22.8346879
30/01/2019;1;29875;22.6542125
30/01/2019;2;30222;22.9173426
30/01/2019;3;30085;22.8134555
30/01/2019;4;29558;22.4138314
30/01/2019;5;29116;22.0786628
30/01/2019;6;29084;22.0543972
30/01/2019;7;28734;21.7889922
30/01/2019;8;28415;21.5470945
30/01/2019;9;28288;21.4507904
30/01/2019;10;28462;21.5827346
30/01/2019;11;29361;22.2644463
30/01/2019;12;30859;23.4003797
30/01/2019;13;34300;26.00969
30/01/2019;14;37894;28.7350202
30/01/2019;15;42040;31.878932
30/01/2019;16;43728;33.1589424
30/01/2019;17;44506;33.7488998
30/01/2019;18;44731;33.9195173
30/01/2019;19;44986;34.1128838
30/01/2019;20;44681;33.8816023
30/01/2019;21;44147;33.4766701
30/01/2019;22;43342;32.8662386
30/01/2019;23;42618;32.3172294
30/01/2019;24;41979;31.8326757
30/01/2019;25;41631;31.5687873
30/01/2019;26;41401;31.3943783
30/01/2019;27;41414;31.4042362
30/01/2019;28;41365;31.3670795
30/01/2019;29;41592;31.5392136
30/01/2019;30;41997;31.8463251
30/01/2019;31;42883;32.5181789
30/01/2019;32;44046;33.4000818
30/01/2019;33;45057;34.1667231
30/01/2019;34;45728;34.6755424
30/01/2019;35;46337;35.1373471
30/01/2019;36;46725;35.4315675
30/01/2019;37;46851;35.5271133
30/01/2019;38;46886;35.5536538
30/01/2019;39;46528;35.2821824
30/01/2019;40;45783;34.7172489
30/01/2019;41;45144;34.2326952
30/01/2019;42;43705;33.1415015
30/01/2019;43;42130;31.947179
30/01/2019;44;39895;30.2523785
30/01/2019;45;37591;28.5052553
30/01/2019;46;35555;26.9613565
30/01/2019;47;33399;25.3264617
30/01/2019;48;32056;24.3080648
31/01/2019;1;31710;24.045693
31/01/2019;2;31939;24.2193437
31/01/2019;3;31509;23.8932747
31/01/2019;4;31151;23.6218033
31/01/2019;5;30776;23.3374408
31/01/2019;6;30687;23.2699521
31/01/2019;7;30459;23.0970597
31/01/2019;8;30009;22.7558247
31/01/2019;9;29866;22.6473878
31/01/2019;10;29996;22.7459668
31/01/2019;11;30724;23.2980092
31/01/2019;12;32061;24.3118563
31/01/2019;13;35435;26.8703605
31/01/2019;14;38969;29.5501927
31/01/2019;15;43124;32.7009292
31/01/2019;16;44358;33.6366714
31/01/2019;17;45293;34.3456819
31/01/2019;18;45591;34.5716553
31/01/2019;19;46079;34.9417057
31/01/2019;20;45716;34.6664428
31/01/2019;21;45042;34.1553486
31/01/2019;22;44804;33.9748732
31/01/2019;23;44408;33.6745864
31/01/2019;24;44470;33.721601
31/01/2019;25;44800;33.97184
